college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,4.25,1,0,1,0,2,"AWS, React",0,2,0,23.1,Junior Developer,3.49
Tier 3,5.77,1,3,0,2,1,"Node.js, DSA, Java",1,2,0,44.3,Junior Developer,5.84
Tier 3,7.98,1,2,2,0,1,"SQL, Docker, Machine Learning, AWS",1,2,1,57.0,Backend Developer,13.54
Tier 2,7.52,1,3,1,3,3,"Node.js, Docker",0,2,0,55.0,Backend Developer,10.42
Tier 3,5.5,0,0,1,2,2,Java,0,1,0,28.7,Junior Developer,4.72
Tier 1,6.4,2,2,3,1,3,"Git, Django, Python, DSA",1,2,1,45.3,Software Engineer,10.0
Tier 2,6.23,1,2,0,4,0,"Deep Learning, Django, Node.js, TensorFlow, React",2,3,0,54.7,Web Developer,9.53
Tier 3,7.45,2,1,0,0,1,TensorFlow,1,0,0,52.1,Data Scientist,11.82
Tier 2,6.91,1,5,0,1,3,React,0,1,0,43.3,Software Engineer,7.89
Tier 3,6.75,2,4,0,1,1,"Git, DSA, Docker, AWS, Linux",1,2,2,40.4,DevOps Engineer,10.24
Tier 2,6.45,1,1,3,2,6,SQL,0,0,1,47.9,Backend Developer,6.82
Tier 1,7.4,2,1,0,0,1,"DSA, JavaScript, Django",1,1,1,61.0,Web Developer,15.72
Tier 2,5.99,3,5,2,0,1,Python,0,1,0,36.9,Junior Developer,4.6
Tier 3,6.55,1,1,1,1,1,"TensorFlow, JavaScript",1,0,1,46.6,Data Analyst,9.07
Tier 1,6.91,1,1,0,1,1,"Deep Learning, DSA, PyTorch, SQL",3,0,1,62.4,Backend Developer,10.12
Tier 1,7.13,2,0,0,1,1,"SQL, Deep Learning",1,0,1,51.5,Data Scientist,16.56
Tier 3,5.6,0,2,0,1,3,"SQL, Deep Learning",1,0,1,43.8,Junior Developer,5.68
Tier 2,5.68,3,2,1,3,2,"Git, SQL",0,0,2,39.6,Junior Developer,4.99
Tier 2,9.51,0,3,0,3,4,"Git, PyTorch, Python, Django, Deep Learning, Docker",2,3,1,71.8,Backend Developer,17.83
Tier 1,6.29,2,2,1,1,5,"Excel, AWS, Node.js, Deep Learning, SQL",1,2,2,47.4,Data Analyst,10.23
Tier 2,6.29,1,0,0,2,1,"Git, Java",0,1,1,41.5,Junior Developer,8.02
Tier 2,7.25,0,4,0,0,1,"Machine Learning, Deep Learning, TensorFlow",3,0,0,69.4,Data Scientist,15.26
Tier 3,6.45,1,1,2,5,1,"Python, SQL, Machine Learning",1,1,1,50.5,Backend Developer,10.11
Tier 2,7.29,1,2,0,0,2,"Django, Docker, Node.js",0,3,0,50.3,Backend Developer,10.53
Tier 2,7.2,0,2,1,2,0,"Python, AWS, Deep Learning",1,2,0,49.9,Data Scientist,15.94
Tier 1,9.61,2,5,1,0,1,"Python, Node.js, Machine Learning, SQL",1,2,1,67.8,Data Scientist,24.44
Tier 2,5.58,1,1,0,0,3,"SQL, Docker, Django",0,2,1,35.3,Web Developer,5.24
Tier 2,7.49,0,2,0,0,1,"PyTorch, Deep Learning, SQL, React, HTML/CSS",2,1,2,57.1,Data Scientist,15.68
Tier 3,5.59,2,5,2,3,2,Docker,0,1,0,48.5,Junior Developer,4.65
Tier 1,5.73,1,2,0,1,3,"PyTorch, SQL, Node.js, TensorFlow",2,1,1,57.9,Web Developer,5.91
Tier 3,7.7,1,7,1,2,2,"PyTorch, Excel",1,0,1,58.2,Data Analyst,12.83
Tier 2,7.48,1,1,0,1,3,"AWS, PyTorch",1,1,0,63.5,DevOps Engineer,16.27
Tier 1,6.17,1,0,1,2,1,Docker,0,1,0,45.2,Backend Developer,8.2
Tier 3,9.17,0,3,1,1,1,"AWS, React, Deep Learning, Node.js, Python",1,4,0,66.7,Data Scientist,20.78
Tier 3,7.62,4,0,0,1,2,"PyTorch, Machine Learning",2,0,0,57.3,ML Engineer,15.96
Tier 3,7.16,0,1,1,3,0,"TensorFlow, JavaScript",1,0,1,51.7,Data Analyst,9.78
Tier 2,7.91,0,2,1,2,2,"React, DSA, Deep Learning, Django, Java",2,3,0,61.1,Software Engineer,16.23
Tier 2,8.11,1,5,2,0,3,"AWS, Git",0,1,1,53.9,DevOps Engineer,10.2
Tier 1,9.28,2,3,0,0,0,JavaScript,0,0,1,64.3,Data Analyst,6.12
Tier 2,7.79,4,1,3,1,0,"Node.js, Deep Learning, PyTorch, SQL, Git",2,1,2,59.8,Data Scientist,16.46
Tier 2,6.92,3,2,1,3,1,"PyTorch, Deep Learning, JavaScript, Linux",2,0,2,63.4,Data Analyst,9.91
Tier 3,7.74,1,1,0,0,1,"SQL, Linux",0,0,2,56.1,Backend Developer,6.81
Tier 3,7.34,2,1,2,1,1,JavaScript,0,0,1,56.2,Data Analyst,6.47
Tier 2,7.93,1,2,1,0,2,"Django, Deep Learning, HTML/CSS, Node.js",1,2,1,56.4,Web Developer,15.23
Tier 3,6.08,1,3,0,1,1,"Django, TensorFlow, JavaScript, PyTorch, Git",2,1,2,46.2,Junior Developer,9.15
Tier 2,9.2,2,1,0,0,0,"TensorFlow, JavaScript, Node.js",1,1,1,66.6,Web Developer,15.27
Tier 2,7.26,1,1,0,2,1,Deep Learning,1,0,0,55.0,Data Scientist,15.44
Tier 1,5.64,0,1,0,0,3,"Excel, JavaScript",0,0,2,43.2,Junior Developer,5.14
Tier 3,7.33,4,6,0,2,1,"Node.js, Python, TensorFlow, AWS, React",1,4,0,55.2,Data Scientist,16.12
Tier 3,7.5,1,1,1,2,1,"Excel, PyTorch, TensorFlow",2,0,1,60.0,ML Engineer,13.54
Tier 1,6.42,0,3,2,3,3,"Node.js, TensorFlow, Linux, Java, AWS",1,3,1,49.1,Backend Developer,9.8
Tier 2,7.35,1,1,0,0,2,"React, Deep Learning",1,1,0,63.4,Data Scientist,15.73
Tier 3,9.36,0,2,1,2,3,"Git, SQL, JavaScript, Machine Learning, PyTorch, Java",2,1,3,69.1,Backend Developer,17.74
Tier 2,6.97,1,1,4,0,2,"Node.js, React",0,2,0,49.9,Web Developer,8.25
Tier 2,7.37,1,5,0,0,1,"Java, SQL, Python",0,2,1,50.2,Backend Developer,10.18
Tier 1,6.82,1,2,2,0,3,"PyTorch, SQL, Excel",1,0,2,47.9,Data Analyst,9.39
Tier 1,7.48,0,1,0,3,2,React,0,1,0,53.9,Software Engineer,10.24
Tier 2,5.35,0,3,3,1,2,"Machine Learning, PyTorch, DSA, Deep Learning",4,0,0,61.4,Junior Developer,3.7
Tier 1,8.86,0,2,0,1,1,"React, DSA, SQL, Java",1,2,1,65.6,Software Engineer,21.46
Tier 3,5.76,1,2,0,2,2,"SQL, AWS",0,1,1,38.4,Junior Developer,4.83
Tier 3,6.71,2,2,1,0,4,"Docker, AWS, Git",0,2,1,47.7,DevOps Engineer,8.0
Tier 1,7.4,0,1,0,1,3,"React, AWS, TensorFlow, Linux, Django",1,3,1,50.9,DevOps Engineer,16.05
Tier 3,7.27,4,2,0,1,5,Excel,0,0,1,58.7,Data Analyst,6.54
Tier 2,8.09,2,1,1,2,3,"PyTorch, Linux, AWS, Node.js, DSA, Deep Learning",3,2,1,74.0,DevOps Engineer,19.42
Tier 2,6.24,2,1,2,4,4,"Django, DSA, AWS, Excel",1,2,1,51.1,Backend Developer,9.35
Tier 2,7.86,1,3,3,1,1,"Linux, SQL, HTML/CSS",0,0,3,67.2,Backend Developer,6.62
Tier 2,6.96,1,1,0,0,4,"Deep Learning, Python",1,1,0,37.9,Backend Developer,9.82
Tier 1,7.39,1,3,1,2,1,"Django, Docker, HTML/CSS, Git, Excel",0,2,3,44.2,Backend Developer,10.25
Tier 3,7.03,2,2,0,1,2,PyTorch,1,0,0,51.5,Junior Developer,9.14
Tier 2,5.11,0,1,3,3,1,"Excel, Python, React, TensorFlow",1,2,1,37.6,Junior Developer,4.51
Tier 2,6.58,3,0,1,1,2,JavaScript,0,0,1,51.5,Data Analyst,7.15
Tier 3,9.17,1,3,0,1,2,"Python, PyTorch, JavaScript, TensorFlow",2,1,1,74.4,ML Engineer,22.26
Tier 3,8.81,2,0,0,5,3,"Machine Learning, Deep Learning, Django, PyTorch, Node.js, Python",3,3,0,55.9,ML Engineer,23.98
Tier 2,7.94,0,2,1,0,5,"Java, Linux, SQL",0,1,2,56.2,Backend Developer,10.17
Tier 3,8.01,2,2,0,1,1,"PyTorch, Java, DSA, Node.js",2,2,0,60.8,Software Engineer,17.65
Tier 3,7.33,0,1,0,0,4,"Git, HTML/CSS, PyTorch",1,0,2,63.6,Junior Developer,8.83
Tier 3,9.08,1,1,0,1,1,"Git, React, Java, PyTorch",1,2,1,63.8,Software Engineer,18.39
Tier 2,7.75,0,5,0,2,3,"Java, Docker, Machine Learning",1,2,0,52.2,Backend Developer,16.06
Tier 3,8.33,0,2,0,0,2,"Linux, AWS, SQL, Python",0,2,2,63.7,DevOps Engineer,10.23
Tier 3,8.63,0,2,1,2,2,"DSA, SQL",1,0,1,62.4,Backend Developer,16.64
Tier 2,5.53,0,1,0,0,2,"PyTorch, JavaScript",1,0,1,43.5,Junior Developer,6.13
Tier 2,4.0,0,0,0,3,0,Deep Learning,1,0,0,28.4,Junior Developer,4.87
Tier 2,7.11,3,2,0,0,1,"SQL, JavaScript, PyTorch",1,0,2,64.1,Data Analyst,14.07
Tier 1,7.14,0,0,3,2,0,"Node.js, JavaScript",0,1,1,44.6,Web Developer,9.75
Tier 2,4.92,0,1,1,4,3,"JavaScript, Docker, Java",0,2,1,21.7,Junior Developer,3.53
Tier 3,5.99,1,2,2,0,0,Git,0,0,1,52.0,Junior Developer,5.46
Tier 2,7.78,1,2,1,5,1,Deep Learning,1,0,0,52.6,Data Scientist,16.22
Tier 3,8.49,0,0,1,2,0,DSA,1,0,0,60.1,Software Engineer,10.28
Tier 2,7.52,1,0,0,4,2,Linux,0,0,1,43.0,DevOps Engineer,6.63
Tier 1,6.37,0,1,1,2,2,"Git, React",0,1,1,45.7,Software Engineer,8.22
Tier 2,6.45,2,1,0,3,2,"PyTorch, Linux, JavaScript, Docker",1,1,2,56.4,Backend Developer,10.1
Tier 2,7.54,0,3,1,1,1,"TensorFlow, DSA",2,0,0,58.6,Data Scientist,15.93
Tier 1,5.79,2,1,2,1,2,"SQL, Excel, AWS, PyTorch",1,1,2,46.5,Junior Developer,5.73
Tier 3,6.67,0,0,1,1,2,"Docker, Java, Linux",0,2,1,56.0,Backend Developer,6.25
Tier 1,4.68,2,1,0,3,2,"TensorFlow, Deep Learning",2,0,0,40.2,Junior Developer,4.73
Tier 2,8.01,1,2,1,2,2,"Java, Node.js, Docker, React",0,4,0,61.1,Backend Developer,10.0
Tier 2,8.37,0,3,1,0,1,Node.js,0,1,0,58.0,Web Developer,10.57
Tier 2,8.04,2,5,1,1,2,Deep Learning,1,0,0,51.4,Data Scientist,19.39
Tier 1,6.19,1,2,0,0,2,"Java, Git, SQL, Excel",0,1,3,31.8,Backend Developer,8.09
Tier 2,6.45,0,3,1,0,2,"SQL, Linux, Deep Learning, PyTorch",2,0,2,55.5,Backend Developer,9.19
Tier 2,7.32,1,1,0,3,3,"Git, Excel",0,0,2,42.5,Data Analyst,6.38
Tier 2,5.33,1,1,0,3,3,"Java, Git",0,1,1,34.2,Junior Developer,3.16
Tier 3,6.51,2,3,1,2,4,"Python, Java, Docker, AWS, React",0,5,0,39.9,Backend Developer,8.15
Tier 2,6.38,0,2,1,4,5,"PyTorch, Deep Learning, Java, DSA, Node.js",3,2,0,48.2,Software Engineer,10.28
Tier 2,7.52,0,0,0,1,3,"HTML/CSS, PyTorch",1,0,1,49.6,ML Engineer,14.26
Tier 3,8.62,4,6,1,2,2,"AWS, Machine Learning, PyTorch, HTML/CSS",2,1,1,59.0,ML Engineer,23.14
Tier 2,8.85,0,3,2,0,2,"Java, Node.js",0,2,0,54.8,Backend Developer,10.63
Tier 3,6.05,2,0,1,2,2,"TensorFlow, React, Django, JavaScript, HTML/CSS",1,2,2,47.1,Web Developer,10.2
Tier 3,7.29,1,1,0,2,0,"Git, JavaScript, AWS, Python",0,2,2,62.4,DevOps Engineer,9.48
Tier 1,7.62,1,2,0,3,3,"TensorFlow, SQL",1,0,1,56.4,Data Scientist,16.33
Tier 1,7.56,1,0,1,2,2,"Git, Machine Learning, PyTorch",2,0,1,53.9,ML Engineer,15.64
Tier 1,7.83,0,2,1,3,4,"Node.js, Git, PyTorch, Java",1,2,1,56.5,Software Engineer,16.13
Tier 2,6.95,1,1,2,1,1,"PyTorch, Django",1,1,0,53.1,Backend Developer,9.87
Tier 1,4.01,0,2,3,0,4,"JavaScript, Node.js, HTML/CSS",0,1,2,25.6,Junior Developer,3.57
Tier 2,7.06,1,2,0,1,2,"PyTorch, Docker, TensorFlow, JavaScript, SQL",2,1,2,50.0,Backend Developer,15.97
Tier 3,5.33,1,2,1,2,4,"Machine Learning, Django, Docker",1,2,0,44.6,Junior Developer,4.9
Tier 2,7.02,0,3,0,0,5,"Excel, Python",0,1,1,44.5,Data Analyst,10.79
Tier 1,5.7,1,2,1,0,0,"Django, SQL, AWS",0,2,1,33.8,Web Developer,5.23
Tier 3,7.22,2,1,0,4,0,"Excel, TensorFlow",1,0,1,57.4,Data Analyst,12.75
Tier 3,4.33,1,4,2,1,2,"Docker, React, Excel",0,2,1,33.0,Junior Developer,3.52
Tier 3,8.11,1,1,0,4,0,"HTML/CSS, Git",0,0,2,49.0,DevOps Engineer,6.39
Tier 2,8.67,0,0,0,4,2,"TensorFlow, Machine Learning, React, Excel",2,1,1,65.1,Data Scientist,24.19
Tier 2,5.94,1,1,3,0,4,"PyTorch, Node.js, Deep Learning, Linux",2,1,1,44.9,Web Developer,5.96
Tier 3,7.73,0,1,0,0,1,"React, TensorFlow, Java, Machine Learning",2,2,0,62.5,Data Scientist,15.25
Tier 3,8.84,1,1,2,2,2,"Git, Django, Java, React",0,3,1,66.7,Software Engineer,10.6
Tier 3,8.25,2,2,1,3,4,"Django, JavaScript, DSA",1,1,1,67.7,Web Developer,14.92
Tier 1,6.79,2,1,1,3,2,"DSA, Java",1,1,0,45.9,Software Engineer,9.86
Tier 3,7.61,0,0,0,1,2,"Node.js, Excel, SQL, Machine Learning",1,1,2,48.4,Data Analyst,11.59
Tier 2,6.97,1,2,1,2,4,"Docker, Linux",0,1,1,42.8,DevOps Engineer,7.92
Tier 1,7.7,1,0,1,2,2,HTML/CSS,0,0,1,55.9,Web Developer,6.99
Tier 3,6.72,2,2,0,1,1,"React, Deep Learning",1,1,0,48.3,Software Engineer,9.84
Tier 1,6.88,1,0,1,1,1,"Linux, Django, DSA, HTML/CSS",1,1,2,48.0,Web Developer,10.39
Tier 3,6.25,0,1,1,2,2,React,0,1,0,52.8,Software Engineer,5.88
Tier 3,7.82,1,2,0,3,3,"Python, Deep Learning, AWS, Java",1,3,0,66.4,Backend Developer,15.95
Tier 2,5.85,3,0,0,0,2,"Machine Learning, HTML/CSS, Linux",1,0,2,35.7,Junior Developer,5.93
Tier 2,6.67,2,1,0,1,4,"Django, Linux, Docker",0,2,1,40.0,Backend Developer,8.25
Tier 1,8.94,1,1,2,0,1,"PyTorch, Git, React, Machine Learning, TensorFlow",3,1,1,67.4,ML Engineer,23.83
Tier 3,5.54,1,0,1,2,0,"TensorFlow, Docker",1,1,0,44.3,Junior Developer,5.91
Tier 3,6.65,0,0,2,3,1,React,0,1,0,49.1,Software Engineer,5.21
Tier 3,7.47,1,1,0,1,2,"Docker, DSA, SQL, Node.js, Machine Learning",2,2,1,61.8,Backend Developer,15.91
Tier 3,8.08,3,2,0,3,1,"HTML/CSS, Git",0,0,2,57.4,DevOps Engineer,6.11
Tier 2,7.54,1,2,0,1,3,"Java, Node.js, HTML/CSS, JavaScript, Excel",0,2,3,45.1,Web Developer,10.05
Tier 2,7.11,1,2,0,1,2,"React, Machine Learning, Linux",1,1,1,52.1,Data Scientist,15.77
Tier 2,7.78,1,2,0,2,3,Node.js,0,1,0,53.2,Web Developer,10.25
Tier 2,6.08,0,1,1,0,4,Java,0,1,0,37.3,Backend Developer,7.32
Tier 1,8.39,0,5,0,0,2,"JavaScript, React, AWS, TensorFlow",1,2,1,56.0,Web Developer,14.96
Tier 3,6.89,1,1,1,1,1,"TensorFlow, Java, Deep Learning",2,1,0,54.8,Backend Developer,9.68
Tier 2,7.32,0,1,1,2,1,"Linux, DSA",1,0,1,57.3,DevOps Engineer,14.11
Tier 1,6.88,1,3,1,2,2,"Git, Docker, SQL, Java, AWS",0,3,2,57.8,Backend Developer,8.01
Tier 1,7.9,2,2,1,3,3,TensorFlow,1,0,0,50.1,Data Scientist,16.47
Tier 3,7.09,1,4,0,1,2,"DSA, Java, AWS, Deep Learning, Python",2,3,0,60.6,Software Engineer,16.01
Tier 1,6.14,1,1,1,5,1,"Node.js, Git",0,1,1,51.0,Junior Developer,7.92
Tier 1,9.28,1,2,1,2,3,HTML/CSS,0,0,1,65.3,Web Developer,6.29
Tier 3,8.12,2,4,2,2,0,"React, Excel, Machine Learning",1,1,1,55.4,Data Analyst,13.1
Tier 3,6.56,0,1,0,0,0,"Git, Linux, PyTorch, DSA, Java",2,1,2,50.1,Software Engineer,10.15
Tier 3,5.05,3,1,1,1,4,Deep Learning,1,0,0,41.4,Junior Developer,4.77
Tier 2,6.92,2,4,2,1,2,JavaScript,0,0,1,49.3,Data Analyst,6.3
Tier 2,5.66,0,5,0,1,2,"Django, Linux, TensorFlow, Python",1,2,1,63.3,Junior Developer,6.23
Tier 2,6.68,2,2,0,1,2,"DSA, TensorFlow, JavaScript, Linux, React",2,1,2,60.0,Software Engineer,9.59
Tier 1,6.74,3,5,1,2,0,"Deep Learning, Git, Docker, Machine Learning",2,1,1,50.6,DevOps Engineer,9.81
Tier 1,9.73,1,4,1,4,3,"DSA, Git, Python, Node.js",1,2,1,77.8,Software Engineer,21.48
Tier 3,6.52,0,3,1,0,5,Django,0,1,0,53.4,Backend Developer,7.59
Tier 1,7.84,0,2,1,3,2,"Java, React, Machine Learning, Linux",1,2,1,63.2,Software Engineer,15.73
Tier 2,7.42,4,2,1,1,1,"DSA, Django, Git, HTML/CSS, AWS",1,2,2,61.8,DevOps Engineer,15.7
Tier 1,5.85,2,2,0,2,2,"Docker, HTML/CSS",0,1,1,41.8,Junior Developer,4.51
Tier 1,4.89,0,1,2,0,5,AWS,0,1,0,44.8,Junior Developer,3.83
Tier 3,5.65,3,1,1,1,3,"Python, Excel",0,1,1,30.3,Junior Developer,4.68
Tier 3,7.12,0,1,2,1,3,"TensorFlow, DSA, Git",2,0,1,49.7,Software Engineer,12.43
Tier 3,8.44,1,1,0,2,1,"Deep Learning, Node.js",1,1,0,54.5,Data Scientist,13.11
Tier 3,7.11,1,6,0,0,2,"PyTorch, Python, JavaScript",1,1,1,61.7,Data Analyst,13.42
Tier 2,7.25,1,2,0,3,2,"DSA, TensorFlow, AWS",2,1,0,62.4,Data Scientist,15.69
Tier 2,7.2,0,1,1,1,3,"DSA, Docker",1,1,0,58.3,Backend Developer,15.28
Tier 2,6.9,1,1,0,2,1,"Docker, Git",0,1,1,48.2,DevOps Engineer,7.86
Tier 2,6.53,1,1,1,2,0,"TensorFlow, JavaScript, Git",1,0,2,42.7,Junior Developer,9.19
Tier 2,8.12,0,2,1,3,3,"SQL, Machine Learning, Linux",1,0,2,51.7,Data Scientist,18.0
Tier 1,5.29,1,4,3,1,2,"Deep Learning, Node.js",1,1,0,34.2,Junior Developer,4.77
Tier 1,5.56,1,3,2,2,1,Excel,0,0,1,51.6,Junior Developer,4.62
Tier 2,7.33,4,1,0,1,3,"Git, DSA, Python, TensorFlow",2,1,1,57.6,Software Engineer,16.03
Tier 3,6.6,1,0,1,1,2,"Node.js, Git",0,1,1,48.2,DevOps Engineer,6.39
Tier 2,6.46,0,0,0,2,1,"SQL, Deep Learning, DSA",2,0,1,41.4,Backend Developer,9.66
Tier 1,7.34,2,0,0,1,0,"PyTorch, Django, SQL",1,1,1,55.9,Backend Developer,15.43
Tier 3,6.06,0,2,2,1,2,"DSA, Excel, PyTorch, React",2,1,1,62.7,Software Engineer,9.71
Tier 2,8.3,1,2,0,3,3,"PyTorch, Excel",1,0,1,61.9,Data Analyst,12.76
Tier 3,8.24,0,3,1,0,3,"Java, Linux, Excel",0,1,2,59.2,Backend Developer,9.22
Tier 3,6.98,0,1,0,3,3,"React, Django, PyTorch, Java, SQL",1,3,1,48.8,Backend Developer,10.23
Tier 2,8.0,3,3,0,2,3,"Node.js, AWS, Linux",0,2,1,67.5,DevOps Engineer,10.41
Tier 2,9.4,1,2,0,1,4,"Docker, TensorFlow, AWS, SQL, Deep Learning",2,2,1,76.9,Data Scientist,24.34
Tier 1,5.64,2,3,1,1,2,"Machine Learning, Excel, Java, Docker",1,2,1,32.4,Junior Developer,6.25
Tier 2,6.34,0,5,1,2,1,"SQL, Machine Learning, HTML/CSS",1,0,2,42.5,Backend Developer,9.72
Tier 2,6.97,1,1,0,2,5,"Node.js, React, HTML/CSS",0,2,1,46.3,Web Developer,7.74
Tier 3,7.73,2,0,0,0,1,"Linux, Node.js, Java, JavaScript, TensorFlow",1,2,2,57.2,Web Developer,14.33
Tier 2,8.08,0,1,2,1,4,"Django, JavaScript, Linux, Java, Git, TensorFlow",1,2,3,59.7,Backend Developer,17.59
Tier 3,7.81,1,2,0,2,3,"Deep Learning, Python, SQL",1,1,1,57.7,Data Scientist,15.02
Tier 2,8.35,1,1,1,0,2,Git,0,0,1,55.9,DevOps Engineer,7.13
Tier 1,5.99,4,1,1,2,2,"DSA, Python",1,1,0,53.0,Junior Developer,6.74
Tier 2,8.25,0,3,0,3,4,"Excel, Linux",0,0,2,54.4,Data Analyst,6.56
Tier 3,7.53,0,3,1,1,2,"Java, AWS",0,2,0,60.0,Backend Developer,8.72
Tier 2,7.75,1,6,0,3,2,"Git, Linux",0,0,2,29.9,DevOps Engineer,6.07
Tier 3,4.87,3,0,2,0,1,"Java, Git, DSA, HTML/CSS",1,1,2,45.0,Junior Developer,5.06
Tier 2,7.45,4,2,1,2,0,"HTML/CSS, SQL, PyTorch, Machine Learning",2,0,2,57.3,Data Scientist,15.95
Tier 2,8.61,0,1,0,1,1,"HTML/CSS, React",0,1,1,60.8,Web Developer,10.44
Tier 2,5.85,1,3,2,6,3,"AWS, HTML/CSS, Python",0,2,1,41.9,Junior Developer,4.82
Tier 2,6.35,1,1,1,2,3,"DSA, HTML/CSS, SQL, Git",1,0,3,53.4,Junior Developer,8.82
Tier 2,8.41,1,1,0,3,3,"Django, Deep Learning, React, Docker, Node.js, DSA",2,4,0,61.9,Web Developer,15.17
Tier 3,7.59,0,3,0,3,2,"Excel, DSA, Deep Learning, JavaScript, PyTorch",3,0,2,79.4,Data Analyst,13.17
Tier 2,7.39,0,1,2,0,0,"React, PyTorch, JavaScript",1,1,1,38.1,Web Developer,12.46
Tier 2,7.36,2,4,0,0,3,"Python, Node.js, TensorFlow",1,2,0,54.9,Data Scientist,15.52
Tier 1,6.64,0,3,0,1,0,"Excel, Git, Node.js, Python, TensorFlow",1,2,2,49.1,Data Analyst,9.81
Tier 2,7.26,2,3,1,3,2,"DSA, Deep Learning, React, Machine Learning",3,1,0,63.2,Data Scientist,16.28
Tier 3,6.24,2,3,2,3,1,"PyTorch, Linux, TensorFlow, React, Node.js",2,2,1,51.4,Web Developer,9.77
Tier 3,5.94,1,3,3,3,5,"PyTorch, AWS, Git, DSA",2,1,1,50.2,Junior Developer,5.81
Tier 3,6.67,2,2,1,3,2,"Linux, PyTorch, Machine Learning, Git, AWS",2,1,2,54.3,DevOps Engineer,10.36
Tier 2,7.35,1,1,0,3,1,"SQL, TensorFlow, HTML/CSS, Excel",1,0,3,71.2,Data Analyst,12.94
Tier 2,7.03,2,0,0,2,6,"React, Node.js, PyTorch, Excel",1,2,1,65.9,Web Developer,15.7
Tier 1,7.86,0,1,2,1,4,SQL,0,0,1,44.1,Backend Developer,6.57
Tier 2,7.04,0,5,0,1,4,"Django, Machine Learning",1,1,0,58.3,Backend Developer,16.28
Tier 1,7.28,3,3,0,1,1,"Excel, SQL, Git",0,0,3,53.4,Data Analyst,6.54
Tier 2,6.4,1,1,1,1,4,"JavaScript, Git, Docker, Deep Learning, Python",1,2,2,54.5,Junior Developer,8.99
Tier 2,8.16,2,3,0,0,4,"TensorFlow, Excel, Docker",1,1,1,67.5,Backend Developer,17.89
Tier 2,6.41,2,6,2,1,0,DSA,1,0,0,45.5,Software Engineer,10.5
Tier 2,8.29,3,1,0,2,1,"Docker, Deep Learning",1,1,0,57.4,Backend Developer,17.33
Tier 2,8.59,1,1,0,0,4,"DSA, Node.js, React, Machine Learning, Linux",2,2,1,68.5,Software Engineer,21.72
Tier 3,4.0,3,1,1,0,3,"AWS, React",0,2,0,36.1,Junior Developer,3.84
Tier 3,7.09,2,3,0,4,1,"PyTorch, DSA, Deep Learning",3,0,0,62.0,Data Scientist,15.75
Tier 3,5.73,1,0,3,2,2,AWS,0,1,0,35.8,Junior Developer,4.7
Tier 2,7.95,1,2,0,1,3,Deep Learning,1,0,0,51.8,Data Scientist,15.79
Tier 2,7.53,1,1,0,2,2,"AWS, JavaScript, Deep Learning, PyTorch",2,1,1,45.4,ML Engineer,16.11
Tier 2,9.1,1,2,1,3,1,"PyTorch, Deep Learning, SQL",2,0,1,75.5,Data Scientist,23.71
Tier 3,8.66,1,4,0,0,1,"AWS, TensorFlow, Docker, HTML/CSS",1,2,1,67.5,DevOps Engineer,19.91
Tier 2,7.02,1,3,0,1,1,"HTML/CSS, Excel",0,0,2,44.3,Data Analyst,6.21
Tier 3,8.19,0,2,1,0,3,"React, PyTorch, DSA",2,1,0,69.3,Software Engineer,15.24
Tier 3,5.21,0,2,1,1,5,"TensorFlow, React",1,1,0,36.7,Junior Developer,4.18
Tier 2,7.96,0,2,1,0,3,"PyTorch, HTML/CSS",1,0,1,56.2,ML Engineer,16.37
Tier 3,6.84,0,6,1,3,3,Node.js,0,1,0,41.9,Web Developer,7.99
Tier 2,5.06,0,1,0,2,3,"AWS, Python, React",0,3,0,34.3,Junior Developer,3.54
Tier 2,6.93,0,0,1,3,0,Django,0,1,0,33.4,Backend Developer,7.2
Tier 2,5.58,2,1,0,0,1,"Linux, DSA",1,0,1,55.4,Junior Developer,5.77
Tier 3,4.86,1,1,0,2,0,"DSA, PyTorch",2,0,0,35.8,Junior Developer,4.4
Tier 3,7.7,0,2,0,3,2,"Java, TensorFlow, JavaScript, PyTorch, Deep Learning",3,1,1,57.9,ML Engineer,15.99
Tier 3,6.86,2,3,1,2,2,"Python, JavaScript, Node.js, Java",0,3,1,48.7,Junior Developer,7.48
Tier 2,9.93,2,2,1,2,1,"TensorFlow, Excel, PyTorch",2,0,1,74.7,ML Engineer,29.22
Tier 2,6.8,1,5,1,1,5,"TensorFlow, Python, Linux",1,1,1,47.4,DevOps Engineer,9.29
Tier 3,7.36,3,4,0,0,3,"Python, PyTorch, React, HTML/CSS",1,2,1,42.1,Junior Developer,8.5
Tier 1,6.5,3,1,2,6,2,"Linux, HTML/CSS, AWS, Excel, DSA",1,1,3,49.6,DevOps Engineer,10.53
Tier 3,6.02,1,2,0,1,2,"Machine Learning, PyTorch, TensorFlow",3,0,0,52.5,Junior Developer,9.01
Tier 2,8.15,0,0,2,1,1,"Git, DSA",1,0,1,56.8,Software Engineer,13.4
Tier 2,4.0,1,2,1,3,0,"Node.js, HTML/CSS, Docker, Linux",0,2,2,23.1,Junior Developer,3.76
Tier 3,7.16,2,5,0,2,0,"HTML/CSS, Git",0,0,2,49.8,Junior Developer,6.01
Tier 3,6.33,1,0,2,3,2,"Java, Django, AWS, SQL",0,3,1,49.2,Backend Developer,8.1
